2	1	0.746418
2	2	0.728726
2	4	0.694753
2	8	0.658919
2	16	0.633471
2	32	0.679327
2	64	0.639994
2	128	0.677609
2	256	0.675946
2	512	0.675981
2	1024	0.667399
2	2048	0.668489
2	4096	0.661711
2	8192	0.665362
2	16384	0.663492
2	32768	0.663423
2	65536	0.662672
2	131072	0.662888
2	262144	0.662274
2	524288	0.661488
2	1048576	0.662197


4	1	0.731711
4	2	0.713595
4	4	0.692779
4	8	0.723201
4	16	0.676358
4	32	0.691066
4	64	0.663133
4	128	0.667269
4	256	0.661495
4	512	0.658189
4	1024	0.660349
4	2048	0.661606
4	4096	0.662236
4	8192	0.662331
4	16384	0.661368
4	32768	0.662988
4	65536	0.662604
4	131072	0.662104
4	262144	0.662139
4	524288	0.661901
4	1048576	0.661879


8	1	0.591402
8	2	0.659197
8	4	0.685826
8	8	0.681136
8	16	0.652748
8	32	0.663111
8	64	0.655551
8	128	0.669493
8	256	0.668692
8	512	0.662375
8	1024	0.662064
8	2048	0.661435
8	4096	0.661024
8	8192	0.661761
8	16384	0.662202
8	32768	0.662243
8	65536	0.662065
8	131072	0.661809
8	262144	0.661927
8	524288	0.661893
8	1048576	0.661854


16	1	0.646687
16	2	0.702869
16	4	0.691714
16	8	0.683312
16	16	0.66454
16	32	0.661794
16	64	0.662267
16	128	0.665126
16	256	0.663669
16	512	0.661744
16	1024	0.661107
16	2048	0.661464
16	4096	0.660717
16	8192	0.661421
16	16384	0.661696
16	32768	0.66177
16	65536	0.661693
16	131072	0.661712
16	262144	0.661811
16	524288	0.661867
16	1048576	0.661781


32	1	0.639306
32	2	0.682777
32	4	0.683969
32	8	0.678025
32	16	0.666944
32	32	0.665131
32	64	0.666232
32	128	0.667426
32	256	0.664336
32	512	0.663184
32	1024	0.661628
32	2048	0.661274
32	4096	0.661005
32	8192	0.661474
32	16384	0.662048
32	32768	0.661797
32	65536	0.661741
32	131072	0.661752
32	262144	0.661739
32	524288	0.661783
32	1048576	0.661782


