10	6158.02	1949.78
20	8020.97	1800.6
30	7323.15	1352.07
40	8444.2	1153.97
50	8804.43	1234.34
60	8600.9	1108.73
70	8092.56	978.257
80	8772.94	1019.74
90	8666.05	934.465
100	8431.34	865.275
110	8562.48	811.945
120	8450.49	792.322
130	8557.66	744.326
140	8522.05	705.071
150	8882.14	749.124
160	8844.69	712.009
170	8949.41	685.29
180	8933.75	669.433
190	8902.49	649.083
200	8637.95	625.89
210	8752.84	608.883
220	8742.1	591.546
230	8620.57	570.248
240	8505.98	549.962
250	8476.59	533.399
260	8350.28	519.171
270	8369.03	503.068
280	8423.84	499.882
290	8373.09	487.409
300	8406.88	479.344
310	8489.39	468.904
320	8562.98	462.846
330	8536.98	454.69
340	8511.05	444.698
350	8463.27	434.345
360	8467.29	430.019
370	8408.83	421.748
380	8374.27	411.683
390	8341.42	405.205
400	8451.66	416.66
410	8447.28	411.163
420	8563.36	413.287
430	8513.69	411.333
440	8458.57	404.837
450	8393.19	397.764
460	8330.99	390.277
470	8248.93	383.579
480	8272.14	377.683
490	8219.97	370.906
500	8194.85	366.769
510	8220.5	361.31
520	8168.11	356.126
530	8194.7	351.816
540	8167.7	346.237
550	8127.23	341.455
560	8150.31	338.992
570	8187.55	336.621
580	8243.41	334.42
590	8242.15	332.744
600	8211.65	328.925
610	8165.85	325.116
620	8203	324.106
630	8233.18	321.283
640	8218.78	317.89
650	8322.22	323.709
660	8329.91	322.575
670	8272.14	318.538
680	8250.43	315.365
690	8223.87	311.847
700	8205.77	309.486
710	8147.57	306.147
720	8194.9	303.584
730	8153.78	300.577
740	8129.1	298.252
750	8089.08	295.369
760	8100.91	296.058
770	8082.21	293.388
780	8112.36	291.576
790	8094.93	292.032
800	8103.01	290.703
810	8089.05	287.831
820	8078.98	285.307
830	8059.26	283.365
840	8113.62	285.069
850	8141.58	286.022
860	8146.25	283.691
870	8138.24	281.505
880	8166.61	279.678
890	8140.04	277.579
900	8145.25	276.905
910	8170.89	276.252
920	8202.05	274.871
930	8181.89	272.264
940	8154.76	269.951
950	8120.57	267.802
960	8113.87	265.563
970	8121.24	263.464
980	8153.19	263.129
990	8188.16	262.862
1000	8202.06	261.062
1010	8197.72	260.737
1020	8167.77	258.895
1030	8158.09	257.076
1040	8164.32	255.61
1050	8145.76	253.904
1060	8122.67	252.379
1070	8148.46	250.985
1080	8163.45	249.983
1090	8143.12	248.36
1100	8181.85	250.661
1110	8196.75	249.15
1120	8204.61	247.679
1130	8190.87	245.807
1140	8168.52	244.24
1150	8204.65	244.256
1160	8204.81	242.625
1170	8217.32	240.985
1180	8221.42	240.155
1190	8233.01	238.771
1200	8273.52	238.466
1210	8261.25	236.668
1220	8243.04	236.363
1230	8222.42	235.026
1240	8227.02	234.112
1250	8219.8	232.623
1260	8222.35	231.488
1270	8218.77	230.52
1280	8202.11	229.036
1290	8265.04	231.047
1300	8264.66	230.085
1310	8242.99	228.583
1320	8223.27	227.104
1330	8227.61	226.529
1340	8226.59	225.828
1350	8246.07	225.517
1360	8244.07	224.951
1370	8231.73	223.569
1380	8220.82	222.164
1390	8193.22	221.035
1400	8159.95	219.828
1410	8155.44	219.384
1420	8144.36	218.068
1430	8139.66	216.993
1440	8148.03	215.93
1450	8123.16	214.928
1460	8139.88	214.406
1470	8117.15	213.31
1480	8116.07	212.175
1490	8131	212.686
1500	8122.23	211.574
1510	8138.26	213.226
1520	8126.03	212.092
1530	8143.15	211.484
1540	8161.29	210.582
1550	8152.89	209.615
1560	8151.46	208.686
1570	8165.91	207.993
1580	8155.4	206.858
1590	8167.36	206.326
1600	8174.61	206.021
1610	8191.48	205.789
1620	8186.27	204.958
1630	8170.7	204.006
1640	8167.06	203.101
1650	8189.38	203.178
1660	8196.6	202.44
1670	8187.93	201.865
1680	8196.14	201.956
1690	8208.39	202.898
1700	8227.49	202.705
1710	8205.61	201.757
1720	8196.18	200.93
1730	8189.7	199.926
1740	8216.65	199.55
1750	8234.54	199.125
1760	8231.39	198.81
1770	8234.44	198.006
1780	8231.07	197.013
1790	8233.1	196.49
1800	8226.13	195.64
1810	8229.45	195.335
1820	8214.04	194.404
1830	8211.4	193.72
1840	8203.09	192.971
1850	8205.64	192.42
1860	8225.14	191.926
1870	8238.73	192.114
1880	8242.71	191.764
1890	8322.62	192.761
1900	8320.36	192.148
1910	8333.82	191.785
1920	8332.69	190.946
1930	8335.58	190.367
1940	8326.37	189.481
1950	8310.08	188.693
1960	8292.22	187.887
1970	8311.26	187.582
1980	8345.77	188.462
1990	8340.31	187.757
2000	8332.91	187.061
2010	8341.1	186.576
2020	8331.01	185.769
2030	8309.93	185.024
2040	8305.01	184.514
2050	8302.11	184.079
2060	8311.08	183.824
2070	8319.51	183.339
2080	8315.24	182.626
2090	8302.89	182.002
2100	8318.93	181.91
2110	8317.5	181.764
2120	8300.71	181.086
2130	8284.28	180.367
2140	8275.51	179.777
2150	8277.82	179.204
2160	8270.03	178.496
2170	8263.59	178.029
2180	8258.09	177.539
2190	8245.05	176.909
2200	8251.77	176.508
2210	8253.58	176.06
2220	8238.61	175.423
2230	8244.2	174.978
2240	8275.66	175.722
2250	8269.89	175.138
2260	8260.27	174.553
2270	8237.03	173.996
2280	8282.03	176.702
2290	8282.5	176.607
2300	8273.67	176.137
2310	8272.29	175.77
2320	8271.79	175.284
2330	8276.91	174.929
2340	8272.39	174.325
2350	8285.63	173.869
2360	8261.19	173.336
2370	8268.01	173.004
2380	8298.11	173.339
2390	8290.06	172.821
2400	8280.94	172.287
2410	8285.38	171.694
2420	8281	171.057
2430	8304.32	171.491
2440	8299.61	171.005
2450	8289.05	170.6
2460	8293.16	171.676
2470	8317.04	171.986
2480	8310.89	171.519
2490	8305.56	171.064
2500	8321.34	170.709
2510	8317.55	170.442
2520	8312.7	169.837
2530	8304.83	169.232
2540	8304.77	168.998
2550	8301.93	168.603
2560	8294.67	168.069
2570	8298.32	167.785
2580	8291.73	167.231
2590	8276.98	166.691
2600	8280.64	166.266
2610	8277.96	165.778
2620	8272.06	165.238
2630	8264.58	164.741
2640	8277.39	164.773
2650	8296.51	165.408
2660	8288.98	164.915
2670	8289.13	164.779
2680	8278.79	164.333
2690	8276.21	164.021
2700	8274.84	164.045
2710	8266.62	163.554
2720	8254.55	163.096
2730	8251.95	162.686
2740	8250.09	162.363
2750	8259.33	161.999
2760	8272.37	161.724
2770	8264.98	161.323
2780	8275.65	160.976
2790	8274.89	160.507
2800	8274.9	160.115
2810	8272.15	159.961
2820	8257.81	159.499
2830	8259.86	159.213
2840	8266.56	159.178
2850	8247.42	158.761
2860	8264.54	160.083
2870	8264.15	159.665
2880	8260.66	159.346
2890	8260.48	159.087
2900	8259.44	158.633
2910	8253.21	158.173
2920	8259.07	158.464
2930	8258.88	158.12
2940	8248.61	157.65
2950	8249.93	157.383
2960	8250.54	157.184
2970	8245.55	156.73
2980	8245.06	156.309
2990	8242.58	155.937
3000	8248.25	155.787
3010	8266.43	155.963
3020	8256.18	155.526
3030	8245.18	155.089
3040	8236.73	154.631
3050	8232.82	154.594
3060	8229	154.204
3070	8237.88	154.412
3080	8225.85	154.013
3090	8221.48	153.682
3100	8220.27	153.319
3110	8212.41	152.884
3120	8207.07	152.472
3130	8205.64	152.073
3140	8204.13	151.699
3150	8207.59	151.478
3160	8213.68	151.197
3170	8208.58	150.781
3180	8198.52	150.492
3190	8196.31	150.239
3200	8181.96	149.856
3210	8173.97	149.449
3220	8171.32	149.121
3230	8185.95	149.067
3240	8180.7	148.781
3250	8175.66	148.51
3260	8173.14	148.155
3270	8169.58	147.788
3280	8181.63	147.736
3290	8188	147.47
3300	8188.62	147.19
3310	8183.94	146.798
3320	8185.84	146.46
3330	8188.85	146.206
3340	8199.27	146.006
3350	8189.17	145.645
3360	8187.47	145.392
3370	8199.4	145.721
3380	8192.59	145.348
3390	8214.39	145.235
3400	8206.73	144.84
3410	8214.57	144.71
3420	8215.92	144.38
3430	8214.35	144.174
3440	8216.48	143.882
3450	8209.77	143.55
3460	8205.48	143.406
3470	8198.72	143.07
3480	8195.59	142.758
3490	8188.32	142.442
3500	8179.65	142.132
3510	8177.31	141.796
3520	8176.87	141.585
3530	8179.47	141.325
3540	8177.91	141.065
3550	8176.93	140.761
3560	8173.8	140.5
3570	8195.18	141.511
3580	8184.37	141.22
3590	8174.87	140.895
3600	8173.72	140.601
3610	8174.89	140.356
3620	8175.07	140.145
3630	8174.29	139.824
3640	8184.19	139.623
3650	8170.14	139.321
3660	8168.53	139.073
3670	8168.92	139.082
3680	8166.77	138.768
3690	8165.87	138.471
3700	8163.76	138.288
3710	8166.63	138.205
3720	8163.36	137.86
3730	8160.73	137.63
3740	8164.31	137.433
3750	8161.95	137.216
3760	8155.12	136.896
3770	8151.28	136.584
3780	8151.87	136.256
3790	8146.77	136.016
3800	8137.64	135.752
3810	8131.72	135.498
3820	8130.39	135.337
3830	8145.45	135.436
3840	8144.06	135.301
3850	8148.43	135.156
3860	8146.8	134.926
3870	8135.8	134.716
3880	8141.7	134.919
3890	8141.36	134.725
3900	8148.97	134.876
3910	8161.14	135.265
3920	8163.97	135.237
3930	8157.95	134.948
3940	8151.21	134.659
3950	8149.18	134.408
